1	1	45	CL2	33	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
2	1	45	CL2	34	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
3	2	45	LT10	36	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
4	2	45	LT10	37	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
5	2	45	LT10	38	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
6	3	45	LT10	33	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
7	3	45	LT17	38	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
8	3	45	LT10	34	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
9	3	45	LT17	37	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
10	4	45	DSP	35	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
11	4	45	DSP	36	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
12	5	45	LT19	36	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
13	5	45	LT10	39	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
14	5	45	LT19	37	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
15	5	45	LT19	38	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
16	6	14	ELE	57	Even	2,4,6,8,10,12
17	6	14	ELE	58	Even	2,4,6,8,10,12
18	6	23	ELE	57	Odd	1,3,5,7,9,11,13
19	6	23	ELE	58	Odd	1,3,5,7,9,11,13
20	7	19	TR11	57	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
21	7	25	TR12	58	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
22	6	15	ELE	59	Even	2,4,6,8,10,12
23	6	15	ELE	60	Even	2,4,6,8,10,12
24	6	20	ELE	59	Odd	1,3,5,7,9,11,13
25	6	20	ELE	60	Odd	1,3,5,7,9,11,13
26	7	22	TR11	59	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
27	8	2	LT19	64	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
28	6	21	ELE	1	Odd	1,3,5,7,9,11,13
29	6	21	ELE	2	Odd	1,3,5,7,9,11,13
30	7	14	TR11	1	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
31	7	23	TR12	2	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
32	6	26	ELE	3	Odd	1,3,5,7,9,11,13
33	6	26	ELE	4	Odd	1,3,5,7,9,11,13
34	7	97	TR13	4	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
35	8	2	LT19	5	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
36	7	98	TR19	8	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
37	6	18	ELE	17	Even	2,4,6,8,10,12
38	6	18	ELE	18	Even	2,4,6,8,10,12
39	6	22	ELE	17	Odd	1,3,5,7,9,11,13
40	6	22	ELE	18	Odd	1,3,5,7,9,11,13
41	7	15	TR11	17	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
42	7	24	TR12	18	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
43	8	2	LT19	21	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
44	7	26	TR11	22	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
45	6	97	ELE	43	Odd	1,3,5,7,9,11,13
46	6	97	ELE	44	Odd	1,3,5,7,9,11,13
47	6	98	ELE	43	Even	2,4,6,8,10,12
48	6	98	ELE	44	Even	2,4,6,8,10,12
49	6	19	ELE	45	Odd	1,3,5,7,9,11,13
50	6	19	ELE	46	Odd	1,3,5,7,9,11,13
51	6	24	ELE	45	Even	2,4,6,8,10,12
52	6	24	ELE	46	Even	2,4,6,8,10,12
53	7	20	TR11	45	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
54	7	18	TR12	46	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
55	6	25	ELE	30	Even	2,4,6,8,10,12
56	6	25	ELE	31	Even	2,4,6,8,10,12
57	7	21	TR11	30	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
58	9	22	CL1	57	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
59	9	22	CL1	58	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
60	10	25	TR12	57	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
61	10	19	TR11	58	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
62	9	19	CL1	59	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
63	9	19	CL1	60	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
64	9	25	CL1	59	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
65	9	25	CL1	60	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
66	10	22	TR11	60	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
67	9	15	CL1	1	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
68	9	15	CL1	2	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
69	9	20	CL1	1	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
70	9	20	CL1	2	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
71	10	23	TR12	1	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
72	10	14	TR11	2	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
73	11	2	LT2A	3	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
74	9	21	CL1	17	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
75	9	21	CL1	18	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
76	10	24	TR12	17	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
77	10	15	TR11	18	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
78	11	2	LT2	23	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
79	11	2	LT2A	44	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
80	9	14	CL1	45	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
81	9	14	CL1	46	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
82	9	23	CL1	45	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
83	9	23	CL1	46	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
84	10	18	TR12	45	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
85	10	20	TR11	46	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
86	9	18	CL1	30	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
87	9	18	CL1	31	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
88	9	24	CL1	30	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
89	9	24	CL1	31	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
90	10	21	TR11	31	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
91	12	18	TR13	57	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
92	12	21	TR13	59	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
93	12	24	TR13	60	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
94	13	2	LT2A	63	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
95	12	19	TR13	1	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
96	12	25	TR13	2	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
