1	167	2	LT2A	45	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
2	167	2	LT2A	4	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
3	168	20	TR11	32	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
4	168	19	TR13	31	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
5	168	26	TR10	21	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
6	168	18	TR12	7	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
7	168	98	TR11	2	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
8	168	14	TR13	8	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
9	168	97	TR12	44	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
10	168	173	TR+37	15	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
11	168	176	TR+37	16	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
12	168	179	TR+37	17	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
13	169	14	ELE	30	Even	2,4,6,8,10,12
14	169	20	ELE	63	Even	2,4,6,8,10,12
15	169	19	ELE	64	Odd	1,3,5,7,9,11,13
16	169	26	ELE	44	Even	2,4,6,8,10,12
17	169	26	ELE	43	Even	2,4,6,8,10,12
18	169	18	ELE	29	Odd	1,3,5,7,9,11,13
19	169	20	ELE	64	Even	2,4,6,8,10,12
20	169	98	ELE	58	Even	2,4,6,8,10,12
21	169	98	ELE	57	Even	2,4,6,8,10,12
22	169	14	ELE	29	Even	2,4,6,8,10,12
23	169	19	ELE	63	Odd	1,3,5,7,9,11,13
24	169	97	ELE	58	Odd	1,3,5,7,9,11,13
25	169	97	ELE	57	Odd	1,3,5,7,9,11,13
26	169	18	ELE	30	Odd	1,3,5,7,9,11,13
27	170	2	LT2A	44	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
28	170	2	LT2A	22	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
29	171	18	TR12	6	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
30	171	14	TR11	7	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
31	171	20	TR15	59	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
32	171	19	TR14	60	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
33	171	173	TR+37	15	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
34	171	176	TR11	16	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
35	172	19	CI	63	Even	2,4,6,8,10,12
36	172	20	CI	64	Odd	1,3,5,7,9,11,13
37	172	18	CI	58	Even	2,4,6,8,10,12
38	172	19	CI	64	Even	2,4,6,8,10,12
39	172	14	CI	57	Odd	1,3,5,7,9,11,13
40	172	18	CI	57	Even	2,4,6,8,10,12
41	172	14	CI	58	Odd	1,3,5,7,9,11,13
42	172	20	CI	63	Odd	1,3,5,7,9,11,13
43	173	2	LT2A	3	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
44	173	2	LT2A	49	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
45	174	26	TR10	60	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
46	174	98	TR18	44	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
47	174	20	TR14	7	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
48	174	97	TR12	1	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
49	174	19	TR15	6	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
50	174	18	TR14	62	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
51	174	14	TR15	61	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
52	174	173	TR+37	15	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
53	174	176	TR12	16	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
54	174	179	TR10	17	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
55	175	14	CL2	29	Odd	1,3,5,7,9,11,13
56	175	26	CL2	64	Even	2,4,6,8,10,12
57	175	26	CL2	63	Even	2,4,6,8,10,12
58	175	20	CL2	19	Even	2,4,6,8,10,12
59	175	19	CL2	20	Odd	1,3,5,7,9,11,13
60	175	20	CL2	20	Even	2,4,6,8,10,12
61	175	18	CL2	29	Even	2,4,6,8,10,12
62	175	19	CL2	19	Odd	1,3,5,7,9,11,13
63	175	14	CL2	30	Odd	1,3,5,7,9,11,13
64	175	18	CL2	30	Even	2,4,6,8,10,12
65	175	98	CL2	57	Odd	1,3,5,7,9,11,13
66	175	98	CL2	58	Odd	1,3,5,7,9,11,13
67	175	97	CL2	57	Even	2,4,6,8,10,12
68	175	97	CL2	58	Even	2,4,6,8,10,12
69	176	2	LT2A	23	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
70	177	18	TR14	61	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
71	177	14	TR15	62	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
72	177	26	TR10	44	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
73	177	20	TR14	6	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
74	177	98	TR11	1	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
75	177	19	TR15	7	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
76	177	97	TR12	2	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
77	177	173	TR+37	15	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
78	177	176	TR13	16	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
79	177	179	TR13	17	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
80	178	97	CL1	30	Even	2,4,6,8,10,12
81	178	97	CL1	29	Even	2,4,6,8,10,12
82	178	20	CL1	1	Odd	1,3,5,7,9,11,13
83	178	26	CL1	6	Odd	1,3,5,7,9,11,13
84	178	26	CL1	7	Odd	1,3,5,7,9,11,13
85	178	20	CL1	2	Odd	1,3,5,7,9,11,13
86	178	98	CL1	30	Odd	1,3,5,7,9,11,13
87	178	98	CL1	29	Odd	1,3,5,7,9,11,13
88	178	14	CL1	57	Even	2,4,6,8,10,12
89	178	14	CL1	58	Even	2,4,6,8,10,12
90	178	18	CL1	57	Odd	1,3,5,7,9,11,13
91	178	18	CL1	58	Odd	1,3,5,7,9,11,13
92	178	19	CL1	1	Even	2,4,6,8,10,12
93	178	19	CL1	2	Even	2,4,6,8,10,12
94	179	2	LT2A	50	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
95	179	2	LT2A	16	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
96	180	20	TR15	60	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
97	180	26	TR10	61	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
98	180	19	TR14	59	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
99	180	98	TR15	20	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
100	180	18	TR13	32	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
101	180	97	TR13	21	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
102	180	14	TR11	31	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
103	180	176	TR+37	15	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
104	180	179	TR10	17	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
105	181	14	DIG	20	Odd	1,3,5,7,9,11,13
106	181	26	DIG	64	Even	2,4,6,8,10,12
107	181	26	DIG	63	Even	2,4,6,8,10,12
108	181	19	DIG	2	Odd	1,3,5,7,9,11,13
109	181	98	DIG	30	Even	2,4,6,8,10,12
110	181	98	DIG	29	Even	2,4,6,8,10,12
111	181	97	DIG	30	Odd	1,3,5,7,9,11,13
112	181	97	DIG	29	Odd	1,3,5,7,9,11,13
113	181	19	DIG	1	Odd	1,3,5,7,9,11,13
114	181	14	DIG	19	Odd	1,3,5,7,9,11,13
115	181	18	DIG	19	Even	2,4,6,8,10,12
116	181	18	DIG	20	Even	2,4,6,8,10,12
117	181	20	DIG	1	Even	2,4,6,8,10,12
118	181	20	DIG	2	Even	2,4,6,8,10,12
119	182	2	LT10	51	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
120	182	2	LT10	18	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
121	183	31	TR11	8	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
122	184	31	ELE	5	Odd	1,3,5,7,9,11,13
123	184	31	ELE	6	Odd	1,3,5,7,9,11,13
124	185	2	LT19A	32	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
125	185	2	LT19A	33	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
126	186	98	TR11	21	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
127	186	97	TR13	20	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
128	186	26	TR10	22	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
129	186	173	TR+37	15	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
130	186	179	TR+37	17	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
131	1	45	CL2	33	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
132	1	45	CL2	34	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
133	2	45	LT10	38	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
134	2	45	LT10	36	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
135	2	45	LT10	37	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
136	3	45	LT17	38	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
137	3	45	LT10	33	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
138	3	45	LT17	37	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
139	3	45	LT10	34	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
140	4	45	CI	35	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
141	4	45	CI	36	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
142	5	45	LT19	36	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
143	5	45	LT19	37	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
144	5	45	LT10	39	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
145	5	45	LT19	38	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
146	6	31	ELE	47	Odd	1,3,5,7,9,11,13
147	6	31	ELE	46	Odd	1,3,5,7,9,11,13
148	7	31	TR11	10	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
149	8	2	TR11	9	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
150	8	2	TR11	23	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
151	8	2	TR11	65	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
152	9	31	CL1	60	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
153	9	31	CL1	59	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
154	10	31	TR12	52	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
155	11	2	TR12	24	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
156	11	2	TR12	8	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
157	11	2	TR12	51	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
158	12	31	TR13	44	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
159	13	2	LT10	18	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
160	14	31	DIG	58	Even	2,4,6,8,10,12
161	14	31	DIG	57	Even	2,4,6,8,10,12
162	15	31	TR13	15	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
163	16	2	LT2A	16	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
164	16	2	LT4	32	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
165	16	2	LT2A	50	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
166	17	31	CL1	3	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
167	17	31	CL1	4	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
168	18	2	LT8	51	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
169	18	2	LT4	31	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
170	18	2	LT8	17	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
171	19	31	TR16	30	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
172	20	31	LT12	61	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
173	21	2	LT2A	4	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
174	21	2	LT2A	45	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
175	22	3	LT19A	33	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
176	22	3	LT19	52	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
177	22	3	LT19A	32	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
178	23	74	TR17	47	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
179	23	71	TR16	59	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
180	23	75	TR18	62	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
181	23	73	TR18	7	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
182	24	3	LT19	45	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
183	24	3	TCT-LT	30	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
184	25	53	DIG	18	Even	2,4,6,8,10,12
185	25	53	DIG	17	Even	2,4,6,8,10,12
186	25	54	DIG	17	Odd	1,3,5,7,9,11,13
187	25	54	DIG	18	Odd	1,3,5,7,9,11,13
188	25	50	DIG	4	Even	2,4,6,8,10,12
189	25	50	DIG	5	Even	2,4,6,8,10,12
190	25	52	DIG	49	Even	2,4,6,8,10,12
191	25	52	DIG	50	Even	2,4,6,8,10,12
192	25	51	DIG	49	Odd	1,3,5,7,9,11,13
193	25	51	DIG	50	Odd	1,3,5,7,9,11,13
194	25	48	DIG	4	Odd	1,3,5,7,9,11,13
195	25	48	DIG	5	Odd	1,3,5,7,9,11,13
196	26	3	LT19	3	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
197	26	3	LT19	19	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
198	26	3	LT10	46	Weekly	1,2,3,4,5,6,7,8,9,10,11,12,13
